order_number,employee_id,employee_name,job_title,sales_region,order_date,order_type,customer_type,customer_name,customer_state,product_category,product_number,produce_name,quantity,unit_price,sale_price
1103798,900018213,Alisha Hendricks,Senior Sales Representative,Central East,15/06/2019,Retail,Individual,Jessika Patriche,District of Columbia,Gift Basket,GB105,Chili EVOO Gift Basket,1,75,75
1103807,900018213,Alisha Hendricks,Senior Sales Representative,Central East,16/06/2019,Retail,Individual,Janaye Liddle,Kentucky,Bath products,BP505,Vanilla and Olive Oil Lotion,4,9.99,39.96
1103820,900018213,Alisha Hendricks,Senior Sales Representative,Central East,18/06/2019,Retail,Individual,Annelise Genders,Maryland,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,2,234,468
1103914,900018213,Alisha Hendricks,Senior Sales Representative,Central East,01/07/2019,Retail,Individual,Gunner Malbon,Kentucky,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,2,70,140
1103954,900018213,Alisha Hendricks,Senior Sales Representative,Central East,05/07/2019,Retail,Individual,Robin Kidwell,Tennessee,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,3,45,135
1103992,900018213,Alisha Hendricks,Senior Sales Representative,Central East,10/07/2019,Retail,Individual,Glynis Laguerre,North Carolina,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,4,234,936
1103983,900018213,Alisha Hendricks,Senior Sales Representative,Central East,10/07/2019,Retail,Individual,Cathlene Bayless,West Virginia,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,4,114,456
1103984,900018213,Alisha Hendricks,Senior Sales Representative,Central East,10/07/2019,Retail,Individual,Waylen O'Mohun,District of Columbia,Bath products,BP303,Mandarin and Olive Oil Bar Soap,4,5.99,23.96
1104193,900018213,Alisha Hendricks,Senior Sales Representative,Central East,07/08/2019,Wholesale,Business,Rempel Group,Virginia,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,1,234,234
1104188,900018213,Alisha Hendricks,Senior Sales Representative,Central East,07/08/2019,Retail,Individual,Dulciana Pickup,Kentucky,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,3,234,702
1104236,900018213,Alisha Hendricks,Senior Sales Representative,Central East,14/08/2019,Retail,Individual,Dulciana Pickup,Kentucky,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,4,114,456
1104244,900018213,Alisha Hendricks,Senior Sales Representative,Central East,15/08/2019,Retail,Individual,Robin Kidwell,Tennessee,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,3,45,135
1104296,900018213,Alisha Hendricks,Senior Sales Representative,Central East,22/08/2019,Retail,Individual,Nata Cockett,Virginia,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,1,234,234
1104306,900018213,Alisha Hendricks,Senior Sales Representative,Central East,24/08/2019,Retail,Individual,Maryl Mathet,North Carolina,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,2,234,468
1104352,900018213,Alisha Hendricks,Senior Sales Representative,Central East,30/08/2019,Wholesale,Business,Cummings LLC,Delaware,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,2,234,468
1104366,900018213,Alisha Hendricks,Senior Sales Representative,Central East,01/09/2019,Retail,Individual,Cathlene Bayless,West Virginia,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,2,26,52
1104375,900018213,Alisha Hendricks,Senior Sales Representative,Central East,03/09/2019,Retail,Individual,Noam Mariyushkin,Kentucky,Bath products,BP305,Mandarin and Olive Oil Lotion,1,9.99,9.99
1104387,900018213,Alisha Hendricks,Senior Sales Representative,Central East,04/09/2019,Retail,Individual,Arie Blues,Kentucky,Bath products,BP103,Lavender and Olive Oil Bar Soap,3,5.99,17.97
1104516,900018213,Alisha Hendricks,Senior Sales Representative,Central East,25/09/2019,Retail,Individual,Janaye Liddle,Kentucky,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,4,45,180
1104582,900018213,Alisha Hendricks,Senior Sales Representative,Central East,05/10/2019,Retail,Individual,Fonz Fidell,North Carolina,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,2,114,228
1104676,900018213,Alisha Hendricks,Senior Sales Representative,Central East,19/10/2019,Wholesale,Business,Cummings LLC,Delaware,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,5,234,1170
1104734,900018213,Alisha Hendricks,Senior Sales Representative,Central East,26/10/2019,Retail,Individual,Nata Cockett,Virginia,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,1,70,70
1104813,900018213,Alisha Hendricks,Senior Sales Representative,Central East,07/11/2019,Retail,Individual,Fonz Fidell,North Carolina,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,3,234,702
1104944,900018213,Alisha Hendricks,Senior Sales Representative,Central East,26/11/2019,Wholesale,Business,Gerhold Group,Virginia,Bath products,BP501,Vanilla and Olive Bath Salts,14,8.5,119
1105159,900018213,Alisha Hendricks,Senior Sales Representative,Central East,28/12/2019,Retail,Individual,Danell Willwood,North Carolina,Gift Basket,GB103,Lemon EVOO Gift Basket,4,75,300
1105181,900018213,Alisha Hendricks,Senior Sales Representative,Central East,31/12/2019,Wholesale,Business,Gerhold Group,Virginia,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,7,234,1638
1105206,900018213,Alisha Hendricks,Senior Sales Representative,Central East,03/01/2020,Retail,Individual,Lucinda Dangerfield,Delaware,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,2,234,468
1105219,900018213,Alisha Hendricks,Senior Sales Representative,Central East,05/01/2020,Retail,Individual,Robin Kidwell,Tennessee,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,2,19.5,39
1105369,900018213,Alisha Hendricks,Senior Sales Representative,Central East,28/01/2020,Retail,Individual,Tania Bover,North Carolina,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,3,26,78
1105441,900018213,Alisha Hendricks,Senior Sales Representative,Central East,06/02/2020,Retail,Individual,Lucinda Dangerfield,Delaware,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,3,45,135
1105472,900018213,Alisha Hendricks,Senior Sales Representative,Central East,12/02/2020,Retail,Individual,Arly Jose,District of Columbia,Gift Basket,GB101,Infused EVOO Gift Basket,2,75,150
1105495,900018213,Alisha Hendricks,Senior Sales Representative,Central East,15/02/2020,Retail,Individual,Spence Haet,District of Columbia,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,4,234,936
1105580,900018213,Alisha Hendricks,Senior Sales Representative,Central East,28/02/2020,Retail,Individual,Dena Munns,Kentucky,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,3,45,135
1105600,900018213,Alisha Hendricks,Senior Sales Representative,Central East,01/03/2020,Retail,Individual,Bliss Cordoba,District of Columbia,Gift Basket,GB106,Basil EVOO Gift Basket,3,75,225
1105683,900018213,Alisha Hendricks,Senior Sales Representative,Central East,13/03/2020,Retail,Individual,Whitby Shepeard,Virginia,Gift Basket,GB102,Rosmary EVOO Gift Basket,4,75,300
1105708,900018213,Alisha Hendricks,Senior Sales Representative,Central East,16/03/2020,Wholesale,Business,Rempel Group,Virginia,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,8,234,1872
1105737,900018213,Alisha Hendricks,Senior Sales Representative,Central East,21/03/2020,Retail,Individual,Gratiana Miere,Tennessee,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,4,14.5,58
1105796,900018213,Alisha Hendricks,Senior Sales Representative,Central East,28/03/2020,Retail,Individual,Bliss Cordoba,District of Columbia,Bath products,BP105,Lavender and Olive Oil Lotion,3,9.99,29.97
1105838,900018213,Alisha Hendricks,Senior Sales Representative,Central East,03/04/2020,Retail,Individual,Noam Mariyushkin,Kentucky,Gift Basket,GB300,Deluxe Bath Gift Basket,1,115,115
1106046,900018213,Alisha Hendricks,Senior Sales Representative,Central East,08/05/2020,Retail,Individual,Arly Jose,District of Columbia,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,1,234,234
1106072,900018213,Alisha Hendricks,Senior Sales Representative,Central East,11/05/2020,Retail,Individual,Merrel Drawmer,North Carolina,Bath products,BP503,Vanilla and Olive Oil Bar Soap,2,5.99,11.98
1106099,900018213,Alisha Hendricks,Senior Sales Representative,Central East,14/05/2020,Retail,Individual,Bentley Cawsby,District of Columbia,Bath products,BP100,Lavender and Olive Body Soap,3,7.45,22.35
1106135,900018213,Alisha Hendricks,Senior Sales Representative,Central East,17/05/2020,Retail,Individual,Tisha Underhill,District of Columbia,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,1,24.5,24.5
1106266,900018213,Alisha Hendricks,Senior Sales Representative,Central East,06/06/2020,Retail,Individual,Billie Barnewille,Kentucky,Gift Basket,GB103,Lemon EVOO Gift Basket,1,75,75
1106423,900018213,Alisha Hendricks,Senior Sales Representative,Central East,27/06/2020,Retail,Individual,Aime Burhouse,North Carolina,Bath products,BP105,Lavender and Olive Oil Lotion,3,9.99,29.97
1106415,900018213,Alisha Hendricks,Senior Sales Representative,Central East,27/06/2020,Retail,Individual,Janaya Cozzi,Maryland,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,4,114,456
1106424,900018213,Alisha Hendricks,Senior Sales Representative,Central East,28/06/2020,Retail,Individual,Maia Baudino,District of Columbia,Bath products,BP101,Lavender and Olive Bath Salts,4,8.5,34
1106466,900018213,Alisha Hendricks,Senior Sales Representative,Central East,03/07/2020,Retail,Individual,Nolly Kippax,District of Columbia,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,2,26,52
1106514,900018213,Alisha Hendricks,Senior Sales Representative,Central East,08/07/2020,Retail,Individual,Eb Jurczik,Virginia,Gift Basket,GB101,Infused EVOO Gift Basket,3,75,225
1106566,900018213,Alisha Hendricks,Senior Sales Representative,Central East,14/07/2020,Retail,Individual,Waylen O'Mohun,District of Columbia,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,3,26,78
1106662,900018213,Alisha Hendricks,Senior Sales Representative,Central East,27/07/2020,Wholesale,Business,Gulgowski LLC,Kentucky,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,12,234,2808
1106661,900018213,Alisha Hendricks,Senior Sales Representative,Central East,27/07/2020,Retail,Individual,Christyna Ciobutaru,North Carolina,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,1,30,30
1106666,900018213,Alisha Hendricks,Senior Sales Representative,Central East,27/07/2020,Retail,Individual,Bliss Cordoba,District of Columbia,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,2,27,54
1106672,900018213,Alisha Hendricks,Senior Sales Representative,Central East,28/07/2020,Retail,Individual,Eb Jurczik,Virginia,Bath products,BP101,Lavender and Olive Bath Salts,2,8.5,17
1106701,900018213,Alisha Hendricks,Senior Sales Representative,Central East,31/07/2020,Retail,Individual,Nolly Kippax,District of Columbia,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,2,234,468
1106733,900018213,Alisha Hendricks,Senior Sales Representative,Central East,05/08/2020,Retail,Individual,Billie Barnewille,Kentucky,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,4,26,104
1106747,900018213,Alisha Hendricks,Senior Sales Representative,Central East,07/08/2020,Retail,Individual,Gratiana Miere,Tennessee,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,4,14.5,58
1106819,900018213,Alisha Hendricks,Senior Sales Representative,Central East,17/08/2020,Retail,Individual,Krissie Krienke,Virginia,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,2,114,228
1106839,900018213,Alisha Hendricks,Senior Sales Representative,Central East,19/08/2020,Retail,Individual,Bentley Cawsby,District of Columbia,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,1,14.5,14.5
1106933,900018213,Alisha Hendricks,Senior Sales Representative,Central East,02/09/2020,Retail,Individual,Chuck Sarvar,Tennessee,Bath products,BP505,Vanilla and Olive Oil Lotion,2,9.99,19.98
1106994,900018213,Alisha Hendricks,Senior Sales Representative,Central East,10/09/2020,Wholesale,Business,Gulgowski LLC,Kentucky,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,13,234,3042
1107060,900018213,Alisha Hendricks,Senior Sales Representative,Central East,21/09/2020,Retail,Individual,Chuck Sarvar,Tennessee,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,1,234,234
1107128,900018213,Alisha Hendricks,Senior Sales Representative,Central East,01/10/2020,Retail,Individual,Dena Munns,Kentucky,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,2,234,468
1107165,900018213,Alisha Hendricks,Senior Sales Representative,Central East,07/10/2020,Retail,Individual,Tisha Underhill,District of Columbia,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,1,14.5,14.5
1107211,900018213,Alisha Hendricks,Senior Sales Representative,Central East,13/10/2020,Retail,Business,Fadel Group,District of Columbia,Bath products,BP102,Lavender and Olive Candle,1,6.99,6.99
1107260,900018213,Alisha Hendricks,Senior Sales Representative,Central East,20/10/2020,Wholesale,Business,Cummings LLC,Delaware,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,7,234,1638
1107371,900018213,Alisha Hendricks,Senior Sales Representative,Central East,06/11/2020,Retail,Individual,Selia Albrighton,District of Columbia,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,4,234,936
1107394,900018213,Alisha Hendricks,Senior Sales Representative,Central East,10/11/2020,Retail,Individual,Worthington MacGettigen,Maryland,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,2,17.5,35
1107436,900018213,Alisha Hendricks,Senior Sales Representative,Central East,15/11/2020,Wholesale,Business,Rempel Group,Virginia,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,13,234,3042
1107476,900018213,Alisha Hendricks,Senior Sales Representative,Central East,20/11/2020,Retail,Individual,Maryl Mathet,North Carolina,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,1,26,26
1107621,900018213,Alisha Hendricks,Senior Sales Representative,Central East,09/12/2020,Wholesale,Business,Mayert Group,Maryland,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,14,234,3276
1107717,900018213,Alisha Hendricks,Senior Sales Representative,Central East,22/12/2020,Retail,Individual,Selia Albrighton,District of Columbia,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,2,123,246
1107760,900018213,Alisha Hendricks,Senior Sales Representative,Central East,27/12/2020,Retail,Individual,Hasty Fontell,Virginia,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,2,45,90
1107770,900018213,Alisha Hendricks,Senior Sales Representative,Central East,28/12/2020,Retail,Individual,Worthington MacGettigen,Maryland,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,4,234,936
1107861,900018213,Alisha Hendricks,Senior Sales Representative,Central East,12/01/2021,Retail,Individual,Catlee Royle,Virginia,Gift Basket,GB106,Basil EVOO Gift Basket,2,75,150
1107896,900018213,Alisha Hendricks,Senior Sales Representative,Central East,17/01/2021,Retail,Individual,Modesty Loche,Tennessee,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,3,114,342
1107931,900018213,Alisha Hendricks,Senior Sales Representative,Central East,22/01/2021,Retail,Individual,Marty Tokley,Maryland,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,3,26,78
1107942,900018213,Alisha Hendricks,Senior Sales Representative,Central East,23/01/2021,Retail,Business,Fadel Group,District of Columbia,Bath products,BP300,Mandarin and Olive Body Soap,3,7.45,22.35
1107967,900018213,Alisha Hendricks,Senior Sales Representative,Central East,27/01/2021,Wholesale,Business,Mayert Group,Maryland,Bath products,BP505,Vanilla and Olive Oil Lotion,3,9.99,29.97
1102877,900016439,Alyssa Smoak,Sales Associate IV,Northeast,01/02/2019,Wholesale,Business,Koepp Group,New York,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,8,234,1872
1102918,900016439,Alyssa Smoak,Sales Associate IV,Northeast,07/02/2019,Retail,Individual,Marena Plewman,New York,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,4,27,108
1102993,900016439,Alyssa Smoak,Sales Associate IV,Northeast,17/02/2019,Retail,Individual,Lynelle Teal,New York,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,1,45,45
1102996,900016439,Alyssa Smoak,Sales Associate IV,Northeast,18/02/2019,Retail,Individual,Ben Yitzhok,New York,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,2,14.5,29
1103022,900016439,Alyssa Smoak,Sales Associate IV,Northeast,21/02/2019,Retail,Individual,Cristabel Staig,New Hampshire,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,4,19.5,78
1103097,900016439,Alyssa Smoak,Sales Associate IV,Northeast,08/03/2019,Retail,Individual,Jaclyn Cleaton,New York,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,3,70,210
1103176,900016439,Alyssa Smoak,Sales Associate IV,Northeast,19/03/2019,Wholesale,Business,Lang Restaurants,New York,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,7,234,1638
1103230,900016439,Alyssa Smoak,Sales Associate IV,Northeast,26/03/2019,Retail,Individual,Peter Farryann,New Jersey,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,2,234,468
1103238,900016439,Alyssa Smoak,Sales Associate IV,Northeast,28/03/2019,Retail,Individual,Avery Avey,Pennsylvania,Bath products,BP302,Mandarin and Olive Candle,2,6.99,13.98
1103245,900016439,Alyssa Smoak,Sales Associate IV,Northeast,29/03/2019,Retail,Individual,Ferdinand Beranek,New York,Gift Basket,GB103,Lemon EVOO Gift Basket,2,75,150
1103319,900016439,Alyssa Smoak,Sales Associate IV,Northeast,08/04/2019,Retail,Individual,Gherardo Gerlts,New York,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,1,234,234
1103339,900016439,Alyssa Smoak,Sales Associate IV,Northeast,10/04/2019,Wholesale,Business,Stroman Group,New York,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,4,234,936
1103355,900016439,Alyssa Smoak,Sales Associate IV,Northeast,12/04/2019,Retail,Individual,Peterus Gaskal,New York,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,3,14.5,43.5
1103407,900016439,Alyssa Smoak,Sales Associate IV,Northeast,19/04/2019,Retail,Individual,Cole Harriman,Pennsylvania,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,2,114,228
1103412,900016439,Alyssa Smoak,Sales Associate IV,Northeast,21/04/2019,Retail,Individual,Marena Plewman,New York,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,1,45,45
1103463,900016439,Alyssa Smoak,Sales Associate IV,Northeast,28/04/2019,Retail,Individual,Saundra Mixture,New York,Gift Basket,GB103,Lemon EVOO Gift Basket,4,75,300
1103474,900016439,Alyssa Smoak,Sales Associate IV,Northeast,28/04/2019,Retail,Individual,Ben Yitzhok,New York,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,3,123,369
1103485,900016439,Alyssa Smoak,Sales Associate IV,Northeast,29/04/2019,Wholesale,Business,Schmidt LLC,New York,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,11,45,495
1103499,900016439,Alyssa Smoak,Sales Associate IV,Northeast,01/05/2019,Wholesale,Business,Greenfelder Group,New York,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,5,234,1170
1103494,900016439,Alyssa Smoak,Sales Associate IV,Northeast,01/05/2019,Retail,Individual,Cirilo Bristoe,Pennsylvania,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,1,114,114
1103512,900016439,Alyssa Smoak,Sales Associate IV,Northeast,02/05/2019,Retail,Individual,Michaelina Lincke,New Jersey,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,4,45,180
1103557,900016439,Alyssa Smoak,Sales Associate IV,Northeast,08/05/2019,Wholesale,Business,Lang Restaurants,New York,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,10,234,2340
1103624,900016439,Alyssa Smoak,Sales Associate IV,Northeast,18/05/2019,Wholesale,Business,Greenfelder Group,New York,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,1,234,234
